| Character   |   Char count |   Bit number |
| 沐          |            1 |           24 |
| 鵙          |            1 |           24 |
| 毋          |            1 |           24 |
| 焉          |            1 |           24 |
| 翟          |            1 |           24 |
| 汙          |            1 |           24 |
| 邯          |            1 |           24 |
| 騶          |            1 |           24 |
| 驪          |            1 |           24 |
| 刁          |            1 |           24 |
| 歙          |            1 |           24 |
| 縯          |            1 |           24 |
| 敛          |            1 |           24 |
| 萃          |            1 |           24 |
| 贖          |            1 |           24 |
| 髑          |            1 |           24 |
| 髏          |            1 |           24 |
| ۀ           |            1 |           16 |
| 蒽          |            1 |           24 |
| 栞          |            1 |           24 |
| 荥          |            1 |           24 |
| 隞          |            1 |           24 |
| 頬          |            1 |           24 |
| 矜          |            1 |           24 |
| 詫          |            1 |           24 |
| Ꭻ           |            1 |           24 |
| 罃          |            1 |           24 |
| 遫          |            1 |           24 |
| 圉          |            1 |           24 |
| 掩          |            1 |           24 |
| 阖          |            1 |           24 |
| 闾          |            1 |           24 |
| 阊          |            1 |           24 |
| 눌          |            1 |           24 |
| 訥          |            1 |           24 |
| ﺓ           |            1 |           24 |
| 쟛          |            1 |           24 |
| ᆡ           |            1 |           24 |
| 寰          |            1 |           24 |
| 陡          |            1 |           24 |
| 蒌          |            1 |           24 |
| 浒          |            1 |           24 |
| 陌          |            1 |           24 |
